countrynum,statenum,Route,RouteName,Active,Latitude,Longitude,Stratum,BCR,LandTypeID,RouteTypeID,RouteTypeDetailId
124,11,199,Rennell Sound,0,53.2505100,-132.1171200,94,5,0,1,1
124,11,200,MORESBY IS,0,53.2372500,-131.8641100,94,5,0,1,1
124,11,201,VICTORIA,1,48.4045900,-123.3495700,94,5,0,1,1
124,11,202,NITNAT,1,48.8721300,-124.8147700,94,5,0,1,1
124,11,204,WASA,0,49.6484700,-115.6497200,64,10,0,1,1
124,11,205,CRESTON,1,49.0731700,-116.5226800,64,10,0,1,1
124,11,206,SLOCAN,1,49.5085600,-117.6174200,64,10,0,1,1
124,11,207,GRAND FORKS,1,49.0416900,-118.4750400,64,10,0,1,1
124,11,208,SUMMERLAND,1,49.5976200,-119.7296300,64,9,0,1,1
124,11,209,ASHNOLA,0,49.1322000,-120.2927500,67,9,0,1,1
124,11,210,CHILLIWACK,0,49.0483400,-121.9736700,94,5,0,1,1
124,11,211,PITT MEADOWS,0,49.2311700,-122.6895100,94,5,0,1,1
124,11,212,POINT GREY,1,49.2626900,-123.2584800,94,5,0,1,1
124,11,213,SALTERY BAY,0,49.7831300,-124.1786900,94,5,0,1,1
124,11,214,WICKANINNISH,1,49.0427300,-125.6944800,94,5,0,1,1
124,11,216,CANAL FLATS,1,50.6492000,-115.8435600,64,10,0,1,1
124,11,218,GERRARD,1,50.3373200,-116.9999900,64,10,0,1,1
124,11,220,LAVINGTON,1,50.2661500,-119.0870200,64,9,0,1,1
124,11,221,PLEASANT VAL,1,50.2249700,-120.6194800,64,9,0,1,1
124,11,222,PAVILION,1,50.8809300,-121.8287300,63,9,0,1,1
124,11,223,PEMBERTON,1,50.1437900,-122.9579300,68,5,0,1,1
124,11,226,STELLA LAKE,1,50.1825900,-125.4947500,94,5,0,1,1
124,11,228,VICTORIA LK,0,50.2854300,-127.3466200,94,5,0,1,1
124,11,229,BLAEBERRY R.,1,51.4165500,-117.0009500,64,10,0,1,1
124,11,230,ILLECILEWAET,1,51.1808500,-117.7618200,64,10,0,1,1
124,11,232,ADAMS LAKE,1,51.4157600,-119.4347700,64,10,0,1,1
124,11,233,CHU CHUA,1,51.3166600,-120.1499900,64,9,0,1,1
124,11,234,LAC LA HACHE,1,51.9788500,-121.4652300,63,10,0,1,1
124,11,235,RISKE CREEK,1,51.9559200,-122.4093300,63,10,0,1,1
124,11,236,FLETCHER LAKE,1,51.7948300,-123.0701100,63,10,0,1,1
124,11,237,TATLA LAKE,1,51.9825400,-124.3681300,63,10,0,1,1
124,11,244,HORSEFLY,1,52.4733100,-121.3851800,63,10,0,1,1
124,11,245,MELDRUM CR.,1,52.1243200,-122.3496300,63,10,0,1,1
124,11,248,NIMPO LAKE,1,52.2574900,-125.0894300,63,10,0,1,1
124,11,254,SUGARBOWL MT,0,53.7339800,-121.7429700,63,10,0,1,1
124,11,255,PRINCE GEORG,1,53.9421000,-122.8157000,63,10,0,1,1
124,11,256,PUNCHAW,1,53.6535600,-122.9608400,63,10,0,1,1
124,11,265,SUMMIT LAKE,1,54.3429400,-122.6524000,63,10,0,1,1
124,11,267,CRIPPLE LAKE,1,54.5210770,-124.1020460,68,10,0,1,1
124,11,270,TELKWA HI RD,1,55.0022400,-127.3188300,68,10,0,1,1
124,11,271,KITSUMKALUM,0,54.8294100,-128.8459800,68,5,0,1,1
124,11,282,CRANBERRY,0,55.6854500,-128.7456000,94,5,0,1,1
124,11,284,Rose Prairie,1,56.5867340,-120.6356070,29,6,0,1,1
124,11,299,Port Clements,1,53.6861990,-132.1802690,94,5,0,1,1
124,11,300,Skidegate Lake,1,53.2080400,-131.7933400,94,5,0,1,1
124,11,304,Premier Lake,1,49.7242100,-115.7934200,64,10,0,1,1
124,11,309,UPPER ASHNOLA,1,49.0390600,-120.3899300,67,9,0,1,1
124,11,310,Silver Skagit Rd,1,49.0024600,-121.0632300,67,9,0,1,1
124,11,311,COQUITLAM,0,49.2441200,-122.6895200,94,5,0,1,1
124,11,313,DUCK LAKE,1,49.7831300,-124.1786900,94,5,0,1,1
124,11,326,FORT NELSON RIVER,1,59.2333600,-123.2523900,29,6,0,1,1
124,11,328,Nawhiti Lake,1,50.6806430,-127.9804110,94,5,0,1,1
124,11,332,CORMIER CREEK,1,59.9644400,-129.0694400,68,4,0,1,1
124,11,335,Dog Creek,1,51.5816960,-122.2549310,63,10,0,1,1
124,11,339,HAINES SUMMIT,1,59.7890700,-136.5956800,68,4,0,1,1
124,11,371,Kitimat,1,54.0014140,-128.7007790,94,5,0,1,1
124,11,401,SALT SPR. IS,1,48.7493200,-123.5481100,94,5,0,1,1
124,11,402,COWICHAN LK.,1,48.8230500,-124.0578300,94,5,0,1,1
124,11,407,CHRISTIAN VL,1,49.7097700,-118.7769200,64,9,0,1,1
124,11,408,OLIVER,1,49.1074100,-119.2795200,64,9,0,1,1
124,11,409,BROOKMERE,1,49.7769200,-120.8548000,64,9,0,1,1
124,11,410,CHILLIWACK LAKE,1,49.0258900,-121.3879800,67,9,0,1,1
124,11,411,Maple Ridge,1,49.1840200,-122.5347800,94,5,0,1,1
124,11,412,SQUAMISH,0,49.4744100,-123.2419500,94,5,0,1,1
124,11,413,NANAIMO RIV,1,49.1941800,-124.0990600,94,5,0,1,1
124,11,414,COMOX LAKE,0,49.6056900,-125.2546200,94,5,0,1,1
124,11,419,CREIGHTON V,1,50.2116400,-118.7717600,64,9,0,1,1
124,11,420,CANOE POINT,1,50.8158300,-119.0862900,64,9,0,1,1
124,11,422,HAT CREEK,1,50.7892700,-121.6120800,64,9,0,1,1
124,11,423,DUFFEY LAKE,1,50.4318300,-122.2563800,68,9,0,1,1
124,11,426,QUADRA IS.,1,50.0227600,-125.1604100,94,5,0,1,1
124,11,430,SUCCOUR CR.,1,51.7163700,-117.5298800,64,10,0,1,1
124,11,454,BOWRON,1,53.7339800,-121.7429700,63,10,0,1,1
124,11,510,Chaumox,1,49.8336317,-121.5719980,94,9,0,1,1
124,11,511,Skookumchuk,1,49.9287750,-122.4005260,94,5,0,1,1
124,11,513,Texada Island,1,49.5192600,-124.1469430,94,5,0,1,1
124,11,514,COURTENAY,0,49.5777800,-125.2026300,94,5,0,1,1
124,11,608,PARK RILL,1,49.2574600,-119.5261000,64,9,0,1,1
124,11,609,BROMLEY,1,49.4013300,-120.2243200,64,9,0,1,1
124,11,611,Barrowtown,1,49.1299940,-122.0290390,94,5,0,1,1
124,11,612,SQUAMISH RIVER,1,49.6866500,-123.1783300,68,5,0,1,1
124,11,613,COOMBS,1,49.2509200,-124.3572100,94,5,0,1,1
124,11,614,Mt. Washington,1,49.6424200,-125.0980700,94,5,0,1,1
124,11,621,KAMLOOPS,1,50.5745500,-120.0893800,64,9,0,1,1
124,11,622,BOTANIE VALLEY,1,50.2422300,-121.5819000,64,9,0,1,1
124,11,709,OSPREY LAKE,1,49.7202500,-120.1491800,64,9,0,1,1
124,11,711,Mud Bay,1,49.0664560,-122.9909480,94,5,0,1,1
124,11,721,LOWER NICOLA,1,50.1342500,-120.9503000,64,9,0,1,1
124,11,900,SYRINGA CR,1,49.3713400,-117.9433400,64,10,0,1,3
840,14,001,HORSE CREEK,1,41.8223332,-123.0047055,93,5,0,1,1
840,14,002,CARRVILLE,0,41.1419727,-122.5264669,66,5,0,1,1
840,14,003,NUBIEBER,1,41.1014068,-121.2571315,85,9,0,1,1
840,14,004,CRESCENT CTY,1,41.6955943,-124.1417935,93,5,0,1,1
840,14,005,HONEYDEW,1,40.2431947,-124.1233439,93,5,0,1,1
840,14,006,HOLMES,1,40.4150917,-123.9615249,93,5,0,1,1
840,14,007,RED BLUFF,1,40.3520163,-122.3059647,92,32,0,1,1
840,14,008,LASSEN PARK,0,40.4941127,-121.4255289,66,15,0,1,1
840,14,009,EAGLE LAKE,1,40.5758997,-120.6982799,85,15,0,1,1
840,14,010,CALPELLA,0,39.2648927,-123.2246019,93,32,0,1,1
840,14,011,HULLVILLE,1,39.5232837,-122.9409709,92,5,0,1,1
840,14,012,PENNINGTON,1,39.2754327,-121.7340849,91,32,0,1,1
840,14,013,WESTVILLE,1,39.1239687,-120.7596199,66,15,0,1,1
840,14,014,FISH ROCK,1,38.8035918,-123.5854569,93,5,0,1,1
840,14,015,RUMSEY,1,38.9787297,-122.2402499,92,32,0,1,1
840,14,016,RIOVISTA,1,38.0878897,-121.7519384,91,32,0,1,1
840,14,017,COTTAGE SPGS,0,38.3563447,-120.2121659,66,15,0,1,1
840,14,018,DARDANELLE,1,38.3432387,-119.8362579,66,15,0,1,1
840,14,019,COLMA,0,37.6849387,-122.4709619,92,32,0,1,1
840,14,020,COLLEGEVILLE,0,37.9248767,-121.1660539,91,32,0,1,1
840,14,021,HUGHSON,1,37.5947824,-120.8609510,91,32,0,1,1
840,14,022,BASS LAKE,1,37.3670857,-119.6302109,92,15,0,1,1
840,14,023,BIG PINE,1,37.1720925,-118.0220022,88,9,0,1,1
840,14,024,CARUTHERS,1,36.5471497,-119.8358759,91,32,0,1,1
840,14,025,TRES PINOS,0,36.7623647,-121.1750259,92,32,0,1,1
840,14,026,OILFIELDS,1,36.3127167,-120.3048859,91,32,0,1,1
840,14,027,GRAVESBORO,0,36.7712237,-119.4395069,91,32,0,1,1
840,14,028,YOKOHL VAL,1,36.2677648,-118.9924775,92,32,0,1,1
840,14,029,UBEHEBE,1,36.7126677,-117.5737919,80,33,0,1,1
840,14,030,HAIWEE RES,1,36.1558717,-117.8859479,80,33,0,1,1
840,14,031,WILDROSE,1,36.5381747,-117.2138369,80,33,0,1,1
840,14,032,PARKFIELD,1,35.8086777,-120.5305939,92,32,0,1,1
840,14,033,BAKERSFIELD,1,35.1800607,-119.1639019,91,32,0,1,1
840,14,034,ONYX,1,35.7335697,-118.0780029,90,33,0,1,1
840,14,035,CALIF CITY,1,35.0877907,-117.9172289,83,33,0,1,1
840,14,036,GOLDSTONE,0,35.3017657,-116.9158549,83,33,0,1,1
840,14,037,VALLEY WELLS,1,35.4737220,-115.7029053,83,33,0,1,1
840,14,038,SANTA YNEZ,1,34.4663227,-120.0690309,92,32,0,1,1
840,14,039,FOSTER PARK,0,34.3571317,-119.3142549,92,32,0,1,1
840,14,040,WILLOW SPGS,0,34.8404587,-118.5635609,83,33,0,1,1
840,14,041,BARSTOW,1,34.6236297,-117.0048749,83,33,0,1,1
840,14,042,MT PINOS,0,34.8339497,-119.3320309,95,32,0,1,1
840,14,043,CADIZ,1,34.5108617,-115.4898379,82,33,0,1,1
840,14,044,PARKER DAM,1,34.2888977,-114.1414869,82,33,0,1,1
840,14,045,HARBOR LAKE,0,33.7909207,-118.2918089,90,32,0,1,1
840,14,046,MORENO,1,33.9285177,-117.1214679,90,32,0,1,1
840,14,047,OAK GROVE,1,33.3988807,-116.8011859,90,32,0,1,1
840,14,048,GLAMIS,1,33.0446677,-115.1445009,82,33,0,1,1
840,14,049,PALO VERDE,1,33.4048617,-114.7292329,82,33,0,1,1
840,14,050,SAN YSIDRO,1,32.5434577,-117.1190639,90,32,0,1,1
840,14,051,ANZA BORREGO,1,32.9039540,-116.2327200,90,33,0,1,1
840,14,052,HOLLISTER,0,36.8242987,-121.2813029,92,32,0,1,1
840,14,053,COALINGA,1,36.2251687,-120.5194684,92,32,0,1,1
840,14,054,ORANGE COVE,1,36.6315997,-119.3047559,92,32,0,1,1
840,14,055,LAKE SUCCESS,1,36.0801334,-118.8985706,92,32,0,1,1
840,14,056,DARWIN,1,36.3180973,-117.6717296,80,33,0,1,1
840,14,057,MORRO BAY,1,35.2565319,-120.8880009,92,32,0,1,1
840,14,058,EUREKA VAL,1,37.2267497,-117.7611699,80,33,0,1,1
840,14,059,INYOKERN,1,35.6076917,-117.8001970,83,33,0,1,1
840,14,060,LENWOOD,0,34.8508216,-117.1469807,83,33,0,1,1
840,14,061,LANE MTN,0,35.0263717,-116.9615329,83,33,0,1,1
840,14,062,IVANPAH,1,35.5408027,-115.4289179,83,33,0,1,1
840,14,063,TRONA,1,35.8180322,-117.3420440,83,33,0,1,1
840,14,064,TECOPA,1,35.8040435,-116.1930811,83,33,0,1,1
840,14,065,SODA LAKE,1,35.1091439,-116.1438409,83,33,0,1,1
840,14,066,BIG BEAR,0,34.3333857,-116.8289569,95,32,0,1,1
840,14,067,ESSEX,1,34.7336313,-115.2438758,83,33,0,1,1
840,14,068,FLYNN,1,34.9755274,-115.6467441,83,33,0,1,1
840,14,069,IRON MTNS,1,34.0883297,-115.1040949,82,33,0,1,1
840,14,070,COACHELLA CN,0,33.4529856,-115.7137562,82,33,0,1,1
840,14,071,POINT REYES,1,38.0453507,-122.8668979,93,32,0,1,1
840,14,072,AUBURN,0,38.8992737,-121.0703359,92,32,0,1,1
840,14,073,INGALLS,1,41.6796987,-120.7128219,85,9,0,1,1
840,14,074,MARTINS FY,1,41.2018931,-123.8016231,93,5,0,1,1
840,14,075,RIO DELL,1,40.5280727,-124.1636509,93,5,0,1,1
840,14,076,RAVENDALE,1,40.7999549,-120.3646258,89,9,0,1,1
840,14,077,SHASTA LAKE,1,40.8737513,-122.2919583,92,5,0,1,1
840,14,078,JOHNSVILLE,1,39.7846537,-120.6326679,66,15,0,1,1
840,14,079,COHASSET,1,39.9935292,-121.7044240,92,32,0,1,1
840,14,080,ORLAND,1,39.7633427,-122.2390059,91,32,0,1,1
840,14,081,NAVARRO,1,39.1612277,-123.5822599,93,5,0,1,1
840,14,082,WOODFORDS,1,38.7754607,-119.8237379,66,15,0,1,1
840,14,083,FAIRFAX,1,37.9851247,-122.5909499,93,32,0,1,1
840,14,084,BENTON,1,37.8002217,-118.5296169,88,9,0,1,1
840,14,085,LUCERNE VAL,1,34.4584537,-116.9455029,83,33,0,1,1
840,14,086,HAVASU LAKE,1,34.4912299,-114.4066433,82,33,0,1,1
840,14,087,NEEDLES,0,34.9000000,-114.6666667,83,33,0,1,1
840,14,088,COTTONWOOD,1,33.6738577,-115.8016279,82,33,0,1,1
840,14,089,NILAND,1,33.2200507,-115.4847789,82,33,0,1,1
840,14,090,BLYTHE,1,33.6171807,-114.6230009,82,33,0,1,1
840,14,091,POWAY,0,32.9696237,-117.0157469,90,32,0,1,1
840,14,092,ALAMO RIVER,1,32.8471607,-115.4338989,82,33,0,1,1
840,14,093,IMPERIAL DAM,0,32.8818917,-114.4726339,82,33,0,1,1
840,14,094,FT IRWIN,1,34.9995167,-116.9363639,83,33,0,1,1
840,14,095,LUMBERYARD,1,38.5562592,-120.2906994,66,15,0,1,1
840,14,096,BODIE,1,38.1752167,-119.1943049,88,9,0,1,1
840,14,097,ONO,1,40.5164906,-122.3819302,92,32,0,1,1
840,14,098,FOLSOM,1,38.7202247,-121.0356899,92,32,0,1,1
840,14,099,S CATALINA,1,33.3657387,-118.3742829,90,32,0,1,1
840,14,100,BRADSHAW TRAIL,1,33.3785930,-115.6933620,82,33,0,1,1
840,14,103,SAWMILL MTN,1,34.5675322,-118.5572900,92,32,0,1,1
840,14,104,TUJUNGA,1,34.2581397,-118.1049598,95,32,0,1,1
840,14,105,EL TORO,1,33.6408199,-117.5790920,90,32,0,1,1
840,14,106,MESA GRANDE,1,33.1990869,-116.7862853,90,32,0,1,1
840,14,107,LAKE HEMET,1,33.6681143,-116.6706725,95,32,0,1,1
840,14,108,CARMEL VAL,1,36.4530827,-121.6956939,92,32,0,1,1
840,14,109,CIMA,1,35.1743817,-115.4116059,83,33,0,1,1
840,14,110,GREENHORN MT,1,35.7786557,-118.5699849,92,15,0,1,1
840,14,111,VALYERMO,1,34.3863889,-117.6905500,95,32,0,1,1
840,14,112,PEARBLOSSOM,1,34.5208799,-117.9406162,90,33,0,1,1
840,14,113,FALLSVALE,0,34.0813937,-116.8928069,95,32,0,1,1
840,14,114,SISQUOC,1,34.7375727,-120.2354279,92,32,0,1,1
840,14,116,LONE PINE,1,36.5074727,-118.0989909,80,33,0,1,1
840,14,117,SILVER CITY,1,36.4664267,-118.6547779,92,32,0,1,1
840,14,118,LOCKWOOD VAL,1,34.7383427,-119.0450209,95,32,0,1,1
840,14,119,ELSINORE MTN,1,33.6484217,-117.4101409,90,32,0,1,1
840,14,120,CP PENDLETON,0,33.2380367,-117.3928679,90,32,0,1,1
840,14,121,MT LAGUNA,0,32.8906327,-116.4718019,92,32,0,1,1
840,14,122,CUYAMACA PK,1,32.9845324,-116.6771527,92,32,0,1,1
840,14,123,ADELAIDA,1,35.6378262,-120.8547697,92,32,0,1,1
840,14,124,DEATH VALLEY,1,36.4373087,-116.8511739,80,33,0,1,1
840,14,125,MARICOPA,1,35.0586291,-119.3492988,91,32,0,1,1
840,14,126,ANZA,0,33.5004607,-116.7989429,90,32,0,1,1
840,14,127,SANGER,1,36.6992615,-119.5118359,91,32,0,1,1
840,14,128,KELSO VALLEY,1,35.5494581,-118.2071003,92,32,0,1,1
840,14,129,MT BALDY,1,34.1748887,-117.6766129,92,32,0,1,1
840,14,130,GREEN VALLEY,1,34.2452557,-117.0639579,95,32,0,1,1
840,14,131,JOSHUA TREE,0,34.0138414,-116.1626236,83,33,0,1,1
840,14,132,KINGS CANYON,1,36.8189424,-118.9088976,92,15,0,1,1
840,14,133,ELIZABETH LK,1,34.6685951,-118.3953543,92,32,0,1,1
840,14,134,VENTUCOPA,1,34.8187907,-119.5569949,90,32,0,1,1
840,14,135,SANTA CRUZ I,0,33.9981167,-119.5768969,90,32,0,1,1
840,14,136,LAKE CACHUMA,1,34.6739607,-119.6685329,92,32,0,1,1
840,14,137,JACUMBA,1,32.6119997,-116.2002339,90,32,0,1,1
840,14,138,CRESTON,1,35.3183817,-120.5084609,92,32,0,1,1
840,14,139,GREENWATER V,1,36.0509851,-116.5004177,80,33,0,1,1
840,14,140,CARRIZO PLN,1,35.0931687,-119.7298739,91,32,0,1,1
840,14,141,WHITE RIVER,0,35.8163067,-118.8450999,92,15,0,1,1
840,14,142,MT PINOS 2,1,34.8339402,-119.3299456,95,32,0,1,1
840,14,145,SHAFTER,0,35.4417537,-119.2871779,91,32,0,1,1
840,14,147,ARVIN,1,35.2233697,-118.8782429,91,32,0,1,1
840,14,148,GLENN,1,39.5508277,-122.0649918,91,32,0,1,1
840,14,149,ATWATER,1,37.2442817,-120.6701509,91,32,0,1,1
840,14,150,BRAWLEY,1,32.9416587,-115.5356439,82,33,0,1,1
840,14,151,LIKELY,1,41.2351468,-120.3368295,85,9,0,1,1
840,14,152,CORDOVA,0,38.4960307,-121.4588469,91,32,0,1,1
840,14,153,GOLD HILL,1,38.7687607,-120.9253159,92,32,0,1,1
840,14,154,CROWLEY LAKE,1,37.6375765,-118.6550657,88,9,0,1,1
840,14,155,WESTLEY,1,37.5141365,-121.1597352,91,32,0,1,1
840,14,156,TUOLUMNE GROVE,1,37.7472667,-119.8035199,66,15,0,1,1
840,14,157,JACKSON,0,38.3755147,-120.6668929,92,32,0,1,1
840,14,158,SATTLEY,1,39.6153759,-120.4258218,85,15,0,1,1
840,14,159,OROVILLE,1,39.4978958,-121.6093062,91,32,0,1,1
840,14,160,LONGVALE,1,39.5664857,-123.3982919,93,5,0,1,1
840,14,161,TEHAMA,1,40.3357087,-121.9157259,92,32,0,1,1
840,14,162,HONEY LAKE,1,40.4932903,-120.1080006,89,9,0,1,1
840,14,163,REDDING,0,40.6724857,-122.3224869,92,32,0,1,1
840,14,164,JUNCTION CTY,1,40.6589377,-123.0337989,93,5,0,1,1
840,14,165,DAVIS CREEK,1,41.7332787,-120.3753129,85,9,0,1,1
840,14,166,DORRIS,1,41.9998861,-121.8916067,85,9,0,1,1
840,14,167,ORLEANS,0,41.3028427,-123.5376359,93,5,0,1,1
840,14,168,MACDOEL,1,41.8224004,-122.0111142,85,9,0,1,1
840,14,169,MCCLOUD,1,41.2323207,-122.1355519,85,5,0,1,1
840,14,170,BRIDGEPORT,0,38.2592757,-119.2218859,88,9,0,1,1
840,14,171,TRANQUILLITY,1,36.6541134,-120.2610649,91,32,0,1,1
840,14,172,MORAGA,1,37.8183531,-122.1464708,92,32,0,1,1
840,14,173,LOCKWOOD,1,35.9222607,-121.0644229,92,32,0,1,1
840,14,174,OFFIELD MTN,1,41.3813232,-123.4877394,66,5,0,1,1
840,14,175,MT SHASTA,1,41.4000979,-122.0499734,85,5,0,1,1
840,14,176,CLEAR LK RES,1,41.8190067,-121.0692617,85,9,0,1,1
840,14,177,CEDARVILLE,1,41.5295757,-120.1718519,89,9,0,1,1
840,14,178,ALDERPOINT,1,40.1732694,-123.6037721,93,5,0,1,1
840,14,179,YOLLA BOLLY,1,40.0279597,-122.6387259,92,32,0,1,1
840,14,180,BUTTE MEADOW,1,40.1173377,-121.5755009,66,15,0,1,1
840,14,181,GENESEE,1,40.2018613,-120.6235020,66,15,0,1,1
840,14,182,LAYTONVILLE,1,39.6878368,-123.4848920,93,5,0,1,1
840,14,183,BARTLETT SPS,1,39.1844218,-122.7090796,92,32,0,1,1
840,14,184,HIGGINS CORN,1,39.0686937,-121.0099559,92,15,0,1,1
840,14,185,DOWNIEVILLE,1,39.5602197,-120.8280109,66,15,0,1,1
840,14,186,MARK WEST,1,38.5498734,-122.7193030,92,32,0,1,1
840,14,187,ZAMORA,1,38.7939347,-121.8400349,91,32,0,1,1
840,14,188,RIVERTON,1,38.7694117,-120.4473869,66,15,0,1,1
840,14,189,COYOTE,1,37.2521703,-121.6774341,92,32,0,1,1
840,14,190,COPPEROPOLIS,1,37.9834939,-120.6452578,92,32,0,1,1
840,14,191,ONEALS,1,37.1201217,-119.7013699,92,32,0,1,1
840,14,192,DEEP SPRINGS,1,37.4158007,-118.0043109,88,9,0,1,1
840,14,193,BODEGA BAY,1,38.3407717,-123.0480649,93,5,0,1,1
840,14,194,WATERMAN GAP,1,37.2115267,-122.1565019,93,32,0,1,1
840,14,195,GREENFIELD,1,36.2573930,-121.4234494,92,32,0,1,1
840,14,196,ORA LOMA,1,36.8794687,-120.7850119,91,32,0,1,1
840,14,197,TIPTON,1,36.0799797,-119.3040849,91,32,0,1,1
840,14,198,YREKA,1,41.7401687,-122.6334149,85,5,0,1,1
840,14,199,BARTLE,1,41.2528113,-121.8238479,85,9,0,1,1
840,14,200,KORBEL,1,40.9701495,-123.8400894,93,5,0,1,1
840,14,201,HAT CREEK,1,40.8188497,-121.5700369,66,15,0,1,1
840,14,202,GLEN ELLEN,0,38.3795127,-122.5143889,92,32,0,1,1
840,14,203,LIVERMORE,0,37.6650327,-121.7328649,91,32,0,1,1
840,14,204,ATHLONE,1,37.1416897,-120.4009629,91,32,0,1,1
840,14,205,LAKESHORE,1,37.2556212,-119.1614638,66,15,0,1,1
840,14,210,UKIAH,1,39.1634647,-123.2270969,93,5,0,1,1
840,14,213,TAHOE NF,0,39.0226767,-120.8100579,66,15,0,1,1
840,14,220,JOFEGAN,1,33.3068648,-117.3421420,90,32,0,1,1
840,14,221,CLEVELAND NF,1,32.9240800,-116.4804700,92,32,0,1,1
840,14,225,TRES PINOS 2,1,36.7497605,-121.1582986,92,32,0,1,1
840,14,226,ANZA 2,1,33.5014318,-116.7979649,90,32,0,1,1
840,14,231,JOSHUA TREE 2,1,34.0138414,-116.1626200,83,33,0,1,1
840,14,235,SANTA CRUZ 2,0,34.0000000,-119.6833300,90,32,0,1,1
840,14,240,WILLOW SPRINGS 2,1,34.9710730,-118.1487420,83,33,0,1,1
840,14,245,BUENA VISTA,1,35.4779437,-119.2962109,91,32,0,1,1
840,14,252,Hollister 2,1,36.8242987,-121.2813000,92,32,0,1,1
840,14,260,LENWOOD 2,1,34.8364310,-117.1675900,83,33,0,1,1
840,14,267,ORLEANS 2,1,41.3090130,-123.5322900,93,5,0,1,1
840,14,302,GLEN ELLEN 2,1,38.3796305,-122.5109615,92,32,0,1,1
840,14,303,TRACY,0,37.6649984,-121.7329536,91,32,0,1,1
840,14,308,CHAOS CRATER,1,40.4976057,-121.4282989,66,15,0,1,1
840,14,313,ANGELUS OAKS,1,34.0809816,-116.8865694,95,32,0,1,1
840,14,319,PESCADERO,1,37.1650627,-122.2276839,93,32,0,1,1
840,14,320,COLLEGEVILLE 2,1,37.9333136,-121.1662987,91,32,0,1,1
840,14,341,CAL HOT SPGS,1,35.8908900,-118.8500400,92,32,0,1,1
840,14,345,Harbor Lake 2,1,33.7909207,-118.2918000,90,32,0,1,1
840,14,352,STATEN IS.,1,38.1231944,-121.5250760,91,32,0,1,1
840,14,357,POLOMA,1,38.3539344,-120.6797897,92,32,0,1,1
840,14,366,WOODLANDS,1,34.2881427,-116.7674109,95,32,0,1,1
840,14,401,HIOUCHI,1,41.8020549,-124.0540137,93,5,0,1,1
840,14,402,LONESOME RDG,1,41.3035057,-123.5321729,93,5,0,1,1
840,14,403,WHISKEYTOWN,1,41.0054247,-122.6175379,66,5,0,1,1
840,14,404,DIRIGIO,1,41.1491686,-122.3173197,66,5,0,1,1
840,14,405,HACKAMORE,1,41.6091794,-121.0502480,85,9,0,1,1
840,14,406,TIONESTA,1,41.6708967,-121.2574609,85,9,0,1,1
840,14,407,CROWDER FLAT,1,41.8699632,-120.5011538,85,9,0,1,1
840,14,408,MADELINE,1,41.0534621,-120.4745547,85,9,0,1,1
840,14,409,BURNT RANCH,1,40.8031297,-123.4827189,93,5,0,1,1
840,14,410,FRENCH GULCH,1,40.7168927,-122.6362459,66,5,0,1,1
840,14,411,TOMHEAD,1,40.1803227,-122.8597869,92,32,0,1,1
840,14,412,FALL RIVER MILLS,1,40.9620837,-121.5788419,66,9,0,1,1
840,14,413,CHESTER,1,40.3052152,-121.1430890,66,15,0,1,1
840,14,414,GOUMAZ,1,40.4392679,-120.8358171,85,15,0,1,1
840,14,415,PAXTON,1,40.0402279,-120.9961818,66,15,0,1,1
840,14,416,MEADOW VALLEY,1,39.9493657,-121.0380629,66,15,0,1,1
840,14,417,LITTLE TRUCKEE,1,39.5112797,-120.1772919,66,15,0,1,1
840,14,418,FOREST HILL,1,39.0192397,-120.8263239,66,15,0,1,1
840,14,419,POLLOCK PINES,1,38.7396833,-120.5734077,66,15,0,1,1
840,14,420,PLACERVILLE,1,38.7995807,-120.7242129,92,15,0,1,1
840,14,421,COULTERVILLE,1,37.7104224,-120.1968622,92,15,0,1,1
840,14,422,WAWONA,1,37.4618753,-119.7938035,92,15,0,1,1
840,14,423,PINE MOUNTAIN,1,36.0105997,-118.1213609,66,15,0,1,1
840,14,424,KERNVILLE,1,35.7945597,-118.4486699,92,15,0,1,1
840,14,425,SOUTH LAKE,1,35.6923897,-118.2905419,92,32,0,1,1
840,14,426,CRESTVIEW,1,37.7767800,-119.0168752,88,9,0,1,1
840,14,427,ALAMAR,1,34.7072417,-119.6177289,90,32,0,1,1
840,14,428,BIG FLAT,1,41.7045577,-123.8982699,93,5,0,1,1
840,14,429,CECILVILLE,1,41.0822737,-123.0816729,66,5,0,1,1
840,14,430,MEDICINE MTN.,1,41.5341140,-121.5843400,85,9,0,1,1
840,14,431,HAY FORK,1,40.4903837,-123.0732879,93,5,0,1,1
840,14,432,HOUGH SPRINGS,0,39.1628167,-122.6130599,92,32,0,1,1
840,14,433,CHILCOOT,1,39.7978141,-120.1394030,85,15,0,1,1
840,14,434,STRAWBERRY,1,38.1700196,-120.0376959,66,15,0,1,1
840,14,435,FRIDAY RIDGE,1,40.8879703,-123.6046832,93,5,0,1,1
840,14,436,LAST CHANCE,1,40.1541637,-120.5453404,66,15,0,1,1
840,14,437,Stonyford,1,39.3825860,-122.5519030,92,32,0,1,1
840,14,503,Tracy 2,1,37.6651240,-121.7328400,91,32,0,1,1
840,14,518,FOREST HILL 2,0,39.0696100,-120.5676100,66,15,0,1,1
840,14,536,SQUAW VALLEY,0,40.1538157,-120.5457839,66,15,0,1,1
840,14,900,IRON GATE,1,41.9024247,-122.5631179,85,9,0,1,3
